Total CO2 Emissions (kg),Average Emissions per Run (kg),Total Duration (sec),Average Duration per Run (sec),Total Energy Consumed (units),Average Energy Consumption per Run (units),Number of Runs,Emissions Rate Mean,Emissions Rate Min,Emissions Rate Max,CPU Power Mean,CPU Power Min,CPU Power Max,GPU Power Mean,GPU Power Min,GPU Power Max,Data Time Frame
0.011787144303927964,0.00018134068159889174,2399.6797585487366,36.91815013151903,0.03225139832035417,0.0004961753587746795,65,4.8208933735609606e-06,4.426241506951367e-06,4.912716125488888e-06,42.5,42.5,42.5,0.0,0.0,0.0,2023-12-01T20:15:55 to 2023-12-13T15:32:43
