Total CO2 Emissions,Average Emissions per Run,Total Duration,Average Duration per Run,Total Power Consumption (kWh),Total Cost ($),Number of Runs
3.976571116961894e-05,4.418412352179882e-06,1379.9768390655518,153.33075989617242,0.00011959792228339958,0,9
